source,title,description,publish_datetime,sentiment,symbol
economictimes,HDFC Bank shares slide nearly 2% after 26.5 lakh shares change hands in block deal,"HDFC Bank shares: A large block deal of 26.5 lakh shares triggered heavy trading volumes. The bulk transaction sparked investor concerns over possible institutional selling, causing intraday weakness. The buyer and seller remain undisclosed, and the bank’s market cap stood at ₹14.68 lakh crore.",2025-10-03 04:46:27,negative,HDFCBANK
economictimes,Jinkushal Industries shares list at 3% premium over IPO price on bourses,"Jinkushal Industries debuted on bourses with a modest 3.45% premium over its IPO price, despite strong investor demand leading to a 65x oversubscription. The company, exporting construction machinery globally, reported robust FY25 revenue growth. Its long-term success depends on sustaining export demand and scaling its HexL brand.",2025-10-03 04:32:44,positive,General
economictimes,TruAlt Bioenergy shares list at 11% premium over IPO price,"TruAlt Bioenergy share price: TruAlt Bioenergy shares debuted with a premium on October 3 after its Rs 839.28 crore IPO was oversubscribed 75 times, driven by strong institutional demand. The company, a major ethanol producer, reported rapid growth in FY25, but analysts note its aggressive valuation despite robust investor interest in renewables.",2025-10-03 04:24:14,positive,General
economictimes,"Axis Securities picks MGL, HDFC Bank among top 15 picks with upside potential of up to 30%","Axis Securities maintains its Nifty target of 25,500 for March 2026, driven by expectations of robust earnings growth and structural reforms. Despite short-term volatility, the brokerage anticipates upside potential from rural demand recovery and government spending. They have identified 15 top stock picks, including MGL and HDFC Bank, offering up to 30% upside potential.",2025-10-03 04:22:47,positive,General
economictimes,Tata Motors among 4 stocks that showed Bullish Candlestick Pattern,"NSE large cap pack, four stocks came to the bullish scanner of ""White Marubozu"", according to stockedge.com's technical scan data.",2025-10-03 04:05:35,neutral,TATAMOTORS
economictimes,Recent US rate cut aims to shield jobs amid economic uncertainty,,2025-10-03 04:04:39,positive,General
economictimes,Hero MotoCorp shares rise after reporting 8% YoY growth in September sales,"Hero MotoCorp shares: Hero MotoCorp reported an 8% YoY sales rise in September 2025, dispatching 6,87,220 units versus 6,37,050 last year. The company also became the first Indian manufacturer to cross 125 million cumulative two-wheeler production. VAHAN registrations grew 19% YoY to 3,23,230 units, signaling strong festive season demand momentum.",2025-10-03 04:03:58,positive,HEROMOTOCO
economictimes,"Sensex slips 200 pts, Nifty below 24,800 amid profit booking; IT, auto stocks fall","Benchmark indices Nifty and Sensex traded lower on Friday, October 3, as investors booked profits after a significant Wednesday surge. Banks, FMCG, and IT stocks faced selling pressure, while metal and PSU bank stocks saw gains. The broader market, including Nifty Midcap and Smallcap, outperformed the benchmarks by opening in the green.",2025-10-03 04:01:31,negative,General
economictimes,"Sammaan Capital shares in focus as IHC acquires controlling stake for Rs 8,850 crore","Sammaan Capital shares: Abu Dhabi’s International Holding Company (IHC) announced plans to acquire a 43.5% stake for ₹8,850 crore via preferential allotment of shares and warrants at ₹139 each. The deal will make IHC the new promoter, triggering a mandatory open offer for an additional 26% stake. Post-investment, IHC will control board appointments, subject to regulatory approvals.",2025-10-03 03:59:42,neutral,SAMMAANCAP
economictimes,BOJ eyes gradual rate increases as economy shows resilience,"BOJ Governor Ueda signals inflation nearing 2% target but warns of global risks. A rate hike in October remains possible, though policy stays cautious, balancing wage growth, domestic demand, and global uncertainties.",2025-10-03 03:50:22,positive,General
economictimes,"RBL Bank, IREDA among 7 F&amp;O stocks saw a high increase in futures open interest","RBL Bank, IREDA, and five other F&amp;O stocks saw a notable rise in futures open interest on October 1, indicating growing participation and bullish positioning in the derivatives market.",2025-10-03 03:21:12,positive,RBLBANK
economictimes,"Adani Green Energy shares in focus amid Andhra Pradesh transmission fee row in Rs 7,000 MW solar deal","Adani Green share price: Adani Green Energy’s Rs 7,000 MW solar supply deal with Andhra Pradesh faces hurdles over transmission fee waivers, potentially delaying power offtake, while the company navigates ongoing regulatory and legal challenges in India and abroad.",2025-10-03 03:19:00,negative,ADANIGREEN
economictimes,"Tata Motors shares in focus on surpassing Hyundai, M&amp;M to reclaim no. 2 spot in PV market","Tata Motors share price: Tata Motors’ strong SUV and EV sales helped it reclaim the No. 2 spot in India’s passenger vehicle market, with September registrations rising 28%, while overall EV adoption more than doubled, highlighting the company’s growing dominance in the electric mobility segment.",2025-10-03 03:16:42,positive,TATAMOTORS
economictimes,"Reliance Industries shares in focus as co eyes Rs 30,000 crore packaged water market with Campa Sure","Reliance share price: RIL's arm Reliance Consumer Products is entering India’s Rs 30,000 crore packaged water market with its new brand, Campa Sure. The company aims to disrupt the segment through competitive pricing, partnerships with regional bottlers, and wider distribution, offering affordable, high-quality bottled water to consumers.",2025-10-03 03:14:00,positive,RELIANCE
economictimes,Smallcap multibagger stock approaches record date for 1:10 stock split. Last day to buy,"Sigma Solve is approaching its 1:10 stock split with an ex-date on October 6, 2025. The split will increase the number of shares, lower the face value, and boost liquidity, making the stock more accessible for retail investors without changing the total investment value.",2025-10-03 03:11:22,positive,General
economictimes,L&amp;T Finance among 8 stocks witness 5-year swing high breakout,"Eight NSE-listed stocks, including L&amp;T Finance, Muthoot Finance, and Fortis Healthcare, hit fresh 5-year swing highs on October 1, signaling bullish momentum.",2025-10-03 03:00:03,positive,AADHARHFC
economictimes,Shriram Finance and 9 other stocks showing Bullish RSI upswing,"Ten NSE large-cap stocks, including Shriram Finance, Tata Motors, and HDFC Bank, showed a bullish RSI upswing as momentum strengthened above the 50 mark.",2025-10-03 02:53:51,positive,SHRIRAMFIN
economictimes,Tech Mahindra Share Price Live Updates: Tech Mahindra's Market Activity,,2025-10-03 02:44:26,neutral,General
economictimes,Wipro Share Price Live Updates: Wipro's Market Snapshot,,2025-10-03 02:44:04,neutral,General
economictimes,Tata Motors Share Price Live Updates: Tata Motors Price and SMA7 Overview,,2025-10-03 02:44:04,neutral,General
economictimes,Bajaj Auto Share Price Live Updates: Bajaj Auto's Market Update,,2025-10-03 02:43:47,neutral,General
economictimes,SBI Life Share Price Live Updates: SBI Life's Market Activity,,2025-10-03 02:43:44,neutral,General
economictimes,Britannia Share Price Live Updates: Britannia's Stock Update,,2025-10-03 02:43:29,neutral,General
economictimes,UPL Share Price Live Updates: UPL's Daily Performance,,2025-10-03 02:43:26,neutral,General
economictimes,Infosys Share Price Live Updates: Infosys Market Activity,,2025-10-03 02:43:17,neutral,General
economictimes,Adani Ent Share Price Live Updates: Adani Enterprises  Market Update,,2025-10-03 02:43:12,neutral,General
economictimes,HDFC Life Share Price Live Updates: HDFC Life's Market Activity,,2025-10-03 02:43:05,neutral,General
economictimes,Adani Ports SEZ Share Price Live Updates: Adani Ports SEZ Market Performance,,2025-10-03 02:42:57,neutral,General
economictimes,Maruti Suzuki Share Price Live Updates: Maruti Suzuki's Stock Performance Analysis,,2025-10-03 02:42:54,neutral,General
economictimes,UltraTech Cem Share Price Live Updates: UltraTech Cement's Trading Update,,2025-10-03 02:42:43,neutral,General
economictimes,Apollo Hospital Share Price Live Updates: Apollo Hospital's Recent Market Activity,,2025-10-03 02:42:39,neutral,General
economictimes,RIL Share Price Live Updates: RIL's Price Movement Today,,2025-10-03 02:42:35,neutral,General
economictimes,ITC Share Price Live Updates: ITC's Recent Trading Activity,,2025-10-03 02:42:31,neutral,ITC
economictimes,Dr Reddys Share Price Live Updates: Dr. Reddys Stock Update,,2025-10-03 02:42:25,neutral,General
economictimes,Grasim Inds Share Price Live Updates: Grasim Industries Trading Update,,2025-10-03 02:42:17,neutral,General
economictimes,Kotak Bank Share Price Live Updates: Kotak Bank's Market Activity Snapshot,,2025-10-03 02:42:13,neutral,General
economictimes,Nestle India Share Price Live Updates: Nestle India Stock Performance Overview,,2025-10-03 02:42:05,neutral,General
economictimes,Cipla Share Price Live Updates: Cipla's Market Performance Snapshot,,2025-10-03 02:42:04,neutral,General
economictimes,Coal India Share Price Live Updates: Coal India  Market Movement,,2025-10-03 02:41:57,neutral,General
economictimes,M-cap share of defensives hits lowest level Since 2011: ICICI Securities,"ICICI Securities reports that defensive sectors like FMCG, IT, and healthcare have seen their market-cap share drop to a 20% low since 2011, from 30% in 2020. Their profit pool share also plummeted to 16%, while valuations remain high at 32 times P/E. Meanwhile, cyclicals' P/B ratios have surged significantly from 2020 bottoms.",2025-10-04 02:19:15,negative,General
economictimes,Will stock-specific trading continue to drive market gains?,"Indian equity indices closed higher on Friday, recovering from early losses as stock-specific trading dominated after the RBI's dovish stance fizzled out. Midcap, smallcap, metal, and PSU bank sectors saw significant gains, with experts suggesting buying opportunities on dips towards 24,400-24,600 for Nifty.",2025-10-04 01:55:22,positive,HESTERBIO
economictimes,GST 2.0: Insurers cut payouts to distributors,"Life insurers face a similar squeeze. The industry paid about ?24,000 crore in GST in FY24, offset by ? 14,000 crore of ITC. With credits no longer available, the new two-rate system leaves them facing a ?15,000 crore sector-wide hit, part of which will show up in company profit and loss accounts and embedded values. Despite the exemption, customers may not see a meaningful drop in premiums as insurers adjust pricing to recoup lost credits, analysts said.",2025-10-03 19:05:34,negative,ITC
economictimes,Growth Uncapped: NBFCs can tap a billion dollars or more in ECBs,"Financial regulators - the Reserve Bank of India, Securities and Exchange Board of India, Insurance Regulatory and Development Authority of India and Pension Fund Regulatory and Development Authority -would not enforce ceilings on the amounts that can be borrowed by Indian companies from overseas markets. The RBI has also allowed borrowers that is under a debt restructuring scheme or corporate insolvency resolution process to raise ECB only if specifically permitted under the restructuring or resolution plan.",2025-10-03 18:43:15,neutral,General
economictimes,Explosive growth: 9 largecap stocks with stellar YoY sales gains,"Eight NSE large-cap companies (excluding banking and financials) posted more than 25% YoY sales growth in September 2025. Leaders include DLF, Eternal, Adani Green, Indian Hotels, Max Healthcare, CG Power, Bharti Airtel, Solar Industries, and Adani Energy Solutions.",2025-10-03 12:28:39,positive,General
economictimes,India anchor of stability in volatile world: RBI governor Sanjay Malhotra,"RBI Governor Sanjay Malhotra affirmed India as an ""anchor of stability"" due to resilient growth, robust macroeconomic fundamentals, and continuous reforms. He cautioned against global stock market complacency and rising public debt, noting gold prices now reflect global uncertainties. Malhotra also highlighted India's unique central bank autonomy framework.",2025-10-03 18:34:59,positive,HESTERBIO
economictimes,"RBI tweaks related party lending rules, unveils 'unified' framework","The move is aimed at tightening governance and reducing conflicts of interest in lending practices by commercial banks. The revised norms, effective from April 1, 2026, consolidate and replace over a dozen legacy circulars, creating a unified regulatory framework. RBI also introduced scale-based thresholds beyond which banks and non-banking financial companies (NBFCs) will need board approval for lending to related parties.",2025-10-03 16:42:38,neutral,HESTERBIO
economictimes,"Eternal block deal: Goldman Sachs offloads Rs 355 cr worth of shares, BofA Securities steps in as buyer","Goldman Sachs sold over 1 crore shares of Eternal Limited for Rs 355.32 crore to BOFA Securities. Eternal, formerly Zomato, has surpassed Tata Motors and Titan in market capitalization, driven by strong performance in food delivery and quick commerce. Despite a 90% drop in Q1FY26 net profit due to investments, revenue surged, and HSBC reiterated a 'Buy' call.",2025-10-03 16:32:25,positive,General
economictimes,"Sebi confirms market ban on Synoptics Tech, promoters for IPO fund diversion",Capital markets regulator Sebi on Friday said Synoptics Technologies and its promoters will remain barred from the securities market till the outcome of a probe in a case of alleged siphoning off IPO proceeds.,2025-10-03 15:54:28,negative,ADANIPORTS
economictimes,"ET Market Watch: Nifty &amp; Sensex gain for second straight day; Metals, banks lead rally",,2025-10-03 15:34:03,positive,General
economictimes,BSE launches hospitals index to track healthcare sector. Check top 10 stocks,"BSE Index Services introduced the BSE Hospitals Index to track 15 hospital stocks, led by Fortis, Max Healthcare, and Apollo. Designed for ETFs, index funds, and PMS strategies, it expands India’s sectoral investment options in healthcare.",2025-10-03 14:52:59,neutral,BSE
economictimes,"USA Rare Earth shares surge 18%, hit all-time high after report miner in close talks with White House","UUSA Rare Earth shares jumped more than 18% to scale a record high on Friday, after a report that the mining company's CEO Barbara Humpton said it was in close discussions with the White House.",2025-10-03 14:12:16,positive,General
economictimes,US stocks cruise toward the finish of their record-setting week,Wall Street's main indexes opened higher on Friday as optimism about an imminent interest-rate cut by the Federal Reserve boosted sentiment in the final trading session of a week that saw volatility due to the U.S. government shutdown.,2025-10-03 13:36:52,positive,General
economictimes,"Yes Bank Q2 update: Advances grow 6.5% YoY, deposits see 7% uptick","Yes Bank reported a 6.5% YoY increase in loans to ₹2.50 lakh crore and a 7.1% rise in deposits to ₹2.97 lakh crore in Q2 FY26, with CASA reaching ₹1.00 lakh crore.",2025-10-03 13:20:58,positive,General
economictimes,"Bajaj Housing Finance Q2 update: Disbursals rise 32% YoY to Rs 15,900 cr; AUM up 24%","Bajaj Housing Finance reported strong Q2 FY26 performance with disbursals rising 32% YoY to ₹15,900 crore and AUM growing 24% to ₹1.27 lakh crore, highlighting robust housing credit demand and steady loan book expansion.",2025-10-03 13:02:23,positive,General
economictimes,Explosive growth: 9 largecap stocks with stellar YoY sales gains,"Eight NSE large-cap companies (excluding banking and financials) posted more than 25% YoY sales growth in September 2025. Leaders include DLF, Eternal, Adani Green, Indian Hotels, Max Healthcare, CG Power, Bharti Airtel, Solar Industries, and Adani Energy Solutions.",2025-10-03 12:28:39,positive,General
economictimes,"Metal stocks rally; Lloyds Metals jumps over 6%, Tata Steel up more than 3%","Metal stocks were in the limelight on Friday, with Lloyds Metals surging over 6 per cent, helping the broader equity market end in the positive territory.",2025-10-03 12:22:45,positive,LLOYDSME
economictimes,"Indian Bank, Tata Steel and six other stocks hit 52‑week high; rally up to 20% in a month","Indian Bank, Tata Steel and six other stocks from the BSE 200 index hit 52‑week highs, supported by strong market momentum. The Sensex rose 223 points to 81,207, with Canara Bank gaining 20% in a month. These gains highlight bullish investor sentiment amid broad market strength.",2025-10-03 11:45:52,positive,INDIANB
economictimes,Gainers &amp; Losers: Tata Investment among 8 stocks that hogged limelight on Friday,,2025-10-03 11:07:17,neutral,General
economictimes,P N Gadgil Jewellers shares rally 5% after festive season sales soar 65% YoY,"P N Gadgil Jewellers reported record festive sales, with Navratri and Dussehra revenue up 65% YoY to ₹618 crore. Gold led growth, while diamond and silver sales also surged, boosting shares nearly 5% on NSE.",2025-10-03 11:05:08,positive,PNGJL
economictimes,"Market Wrap: Sensex rises 224 points, Nifty above 24,850 as banks, consumer stocks drive second straight gain","India's frontline indices Nifty and the BSE Sensex ended positive on Friday, recording their second successive gain in the week. Investors remained bullish on banks, consumer and metal stocks though Nifty and Sensex traded rangebound.",2025-10-03 10:15:21,positive,General
economictimes,7 midcap stocks skyrocket over 50% in just 6 months. Is your portfolio missing out?,"Midcap stocks are leading the rally in FY26, with the BSE Midcap Index rising 9.1% versus Sensex’s 4.5%. Seven midcap companies, including GE Vernova T&amp;D, Delhivery, and L&amp;T Finance, have surged more than 50% in six months.",2025-10-03 09:27:32,positive,General
economictimes,Rekha Jhunjhunwala-backed Baazar Style Retail plunges 11% from day’s high even as Q2 revenue jumps 71% YoY,"Baazar Style Retail slipped 11% from the day’s high despite reporting a 71% YoY jump in Q2 revenue to Rs 532 crore. The stock initially reacted positively to the updates, surging nearly 4% but saw a sharp drop as the day progressed.  The Kolkata-based value fashion retailer added 20 new stores in the quarter, driving strong sales momentum and double-digit Same Store Sales Growth.",2025-10-03 09:13:23,negative,General
economictimes,V-Mart Retail shares skyrocket 20% after Q2 update,V-Mart Retail Ltd shares surged nearly 20% on Friday after a robust Q2 FY26 update. The company reported 22% year-on-year revenue growth to Rs 807 crore and 11% same-store sales growth. Its expansion with 25 new stores further lifted investor sentiment.,2025-10-03 09:06:35,positive,VMART
economictimes,This smallcap stock hits 20% upper circuit for 2nd session after bagging mega order,"Shares of Atlantaa Ltd soared 20% to hit the upper circuit at Rs 55.65 on the NSE on Wednesday, October 3, after the small-cap company clinched a massive Rs 2,485 crore order from IRCON — over five times its market capitalization of just Rs 450 crore. The stock has hit an upper circuit for a second session in a row.",2025-10-03 08:49:45,positive,General
economictimes,"Data center proxy play Orient Technologies jumps 18% in one day, could head towards Rs 470","Shares of Orient Technologies rose 18% on strong volume, supported by consolidation near key support levels. The company’s expansion into data centre and AI infrastructure under the IndiaAI mission positions it for growth in India’s booming digital segment. Analysts note upside potential but caution on execution risks and capital intensity.",2025-10-03 08:39:33,positive,ORIENTTECH
economictimes,"F&amp;O Radar| 2 F&amp;O strategies to deploy in Nifty, ICICI General Insurance to play a bullish bias","Nifty shows signs of recovery after a significant decline, with analysts suggesting a bullish outlook and recommending a Bull Call Spread strategy targeting 25,000-25,100. Concurrently, ICICI General Insurance exhibits bullish patterns, prompting a Bull Call Ladder Spread recommendation to capitalize on a potential breakout above Rs 1,920.",2025-10-03 08:37:46,positive,General
economictimes,Vedanta shares rally 3% as copper prices shoot up to hit a 16-month high,"Shares of Vedanta rose on Friday to touch an intraday high of Rs 479.90 on the BSE, tracking gains in global copper prices. The stock rally came amid bullish sentiment in the commodities space as copper extended its upward streak, with supply disruptions and accelerating demand supporting the uptrend.",2025-10-03 08:11:37,positive,VEDL
economictimes,"Goldman Sachs initiates coverage on Data Patterns, PTC Industries and 6 other Indian defence stocks, sees up to 58% upside","Goldman Sachs initiates coverage on eight Indian defence stocks, favouring private-sector players due to rising focus on AI, UAVs, and electronic warfare, along with higher EPS growth and benefits from global defence spending. Top private picks include Solar Industries, PTC Industries, Astra Microwave, Data Patterns, and Azad Engineering. Among public-sector players, BEL is preferred, while HAL is neutral and BDL is rated sell.",2025-10-03 07:53:54,positive,General
economictimes,"BEL shares gain 2%, up for 4th consecutive session. Here’s why","Shares of Bharat Electronics Ltd (BEL) rose 2% to Rs 414 on October 3 after Goldman Sachs initiated coverage with a Buy call and a target of Rs 455, signalling 12% upside. The company is well-positioned across order execution and inflows, insulated from defence spending dips, and set to benefit from major projects like QRSAM, Project Kusha, and increased focus on defence electronics.",2025-10-03 07:48:12,positive,AKZOINDIA
economictimes,"From Jaipur to Goa, realty players eye festive boom on stable policy and GST relief","India's real estate sector expects a demand increase. Repo rates remain unchanged, and GST cuts aid construction. Homebuyers and developers anticipate sales growth this festive season. Tier-II cities and holiday homes will see activity. This market trend is projected to continue through 2025 and into 2026. Sector confidence builds.",2025-10-03 06:42:19,positive,General
economictimes,Jefferies flags top 4 bank stocks as RBI norms set to fuel credit uptick,"The RBI’s decision to keep interest rates steady at 5.5% and maintain a neutral liquidity stance offers relief to banks, limiting potential margin compression. Its measures to ease lending restrictions support credit growth. Jefferies recommends large private banks -- HDFC Bank, Axis Bank, ICICI Bank -- and SBI among PSU banks, citing strong capital buffers and better positioning for the ECL transition.",2025-10-03 06:31:20,positive,HESTERBIO
economictimes,"TruAlt Bioenergy shares fall 3% from day’s high after debut. Should you buy, sell or hold?","TruAlt Bioenergy shares debuted strongly but gave up early gains, trading at Rs 530 on the NSE, up 7% from the issue price of Rs 496. Analysts recommend booking partial profits while holding a portion of shares. The company, a high-growth player in biofuels and renewable energy, benefits from government support and strong demand, though valuations remain elevated.",2025-10-03 06:04:28,positive,General
economictimes,On watchlist? 5 stocks that saw promoter buying in the last week,"Promoter groups and insiders actively acquired additional shares in five companies last week, including Samor Reality, Candour Techtex, Alembic Pharma, NR Agarwal Industries, and Winsome Textile. These purchases signal strong confidence in their respective companies' growth prospects, pipelines, and the overall sector outlook.",2025-10-03 05:49:40,positive,General
economictimes,Tata Investment shares surge 12% to hit fresh 52-week high. What's fuelling the rally?,"Tata Investment shares rose sharply on Friday, extending gains to a fifth session amid stock split plans, strong FII buying, and robust investor sentiment. The stock hit a 52-week high, reflecting bullish momentum and growing market confidence in its growth prospects.",2025-10-03 05:48:10,positive,TATAINVEST
economictimes,"Axis Bank shares rally 2% as Morgan Stanley predicts valuation gap to narrow with HDFC Bank, ICICI Bank; sets Rs 1,450 target","Axis Bank surged after Morgan Stanley reaffirmed its ‘Overweight’ rating and raised the target price to ₹1,450, signaling a 25% upside. The broker highlighted that Axis Bank trades at a 30–40% discount to HDFC and ICICI Bank on a price-to-book basis, expecting this gap to narrow as retail deposit growth and loan spreads align with larger peers.",2025-10-03 05:45:37,positive,AXISBANK
economictimes,"Netweb Technologies shares surge 6%, rally for 3rd consecutive session. What's fueling the gains?",Netweb Technologies shares reached a new record high. The stock gained 175 percent in six months. India's digital infrastructure shift drives this performance. AI adoption and policy support create growth opportunities. Ventura Securities forecasts market expansion by FY28. Netweb anticipates revenue growth from AI systems and cloud services. Recent large order wins support company prospects.,2025-10-03 05:42:58,positive,NETWEB
economictimes,US Government Shutdown: What it means for markets,A prolonged shutdown could affect the Federal Reserve’s monetary policy decisions and act as a drag on U.S. economic growth.,2025-10-03 04:47:31,negative,General
economictimes,HDFC Bank shares slide nearly 2% after 26.5 lakh shares change hands in block deal,"HDFC Bank shares: A large block deal of 26.5 lakh shares triggered heavy trading volumes. The bulk transaction sparked investor concerns over possible institutional selling, causing intraday weakness. The buyer and seller remain undisclosed, and the bank’s market cap stood at ₹14.68 lakh crore.",2025-10-03 04:46:27,negative,HDFCBANK
economictimes,Jinkushal Industries shares list at 3% premium over IPO price on bourses,"Jinkushal Industries debuted on bourses with a modest 3.45% premium over its IPO price, despite strong investor demand leading to a 65x oversubscription. The company, exporting construction machinery globally, reported robust FY25 revenue growth. Its long-term success depends on sustaining export demand and scaling its HexL brand.",2025-10-03 04:32:44,positive,General
economictimes,TruAlt Bioenergy shares list at 11% premium over IPO price,"TruAlt Bioenergy share price: TruAlt Bioenergy shares debuted with a premium on October 3 after its Rs 839.28 crore IPO was oversubscribed 75 times, driven by strong institutional demand. The company, a major ethanol producer, reported rapid growth in FY25, but analysts note its aggressive valuation despite robust investor interest in renewables.",2025-10-03 04:24:14,positive,General
economictimes,"Axis Securities picks MGL, HDFC Bank among top 15 picks with upside potential of up to 30%","Axis Securities maintains its Nifty target of 25,500 for March 2026, driven by expectations of robust earnings growth and structural reforms. Despite short-term volatility, the brokerage anticipates upside potential from rural demand recovery and government spending. They have identified 15 top stock picks, including MGL and HDFC Bank, offering up to 30% upside potential.",2025-10-03 04:22:47,positive,General
economictimes,Tata Motors among 4 stocks that showed Bullish Candlestick Pattern,"NSE large cap pack, four stocks came to the bullish scanner of ""White Marubozu"", according to stockedge.com's technical scan data.",2025-10-03 04:05:35,neutral,TATAMOTORS
economictimes,Recent US rate cut aims to shield jobs amid economic uncertainty,,2025-10-03 04:04:39,positive,General
economictimes,Hero MotoCorp shares rise after reporting 8% YoY growth in September sales,"Hero MotoCorp shares: Hero MotoCorp reported an 8% YoY sales rise in September 2025, dispatching 6,87,220 units versus 6,37,050 last year. The company also became the first Indian manufacturer to cross 125 million cumulative two-wheeler production. VAHAN registrations grew 19% YoY to 3,23,230 units, signaling strong festive season demand momentum.",2025-10-03 04:03:58,positive,HEROMOTOCO
economictimes,"Sensex slips 200 pts, Nifty below 24,800 amid profit booking; IT, auto stocks fall","Benchmark indices Nifty and Sensex traded lower on Friday, October 3, as investors booked profits after a significant Wednesday surge. Banks, FMCG, and IT stocks faced selling pressure, while metal and PSU bank stocks saw gains. The broader market, including Nifty Midcap and Smallcap, outperformed the benchmarks by opening in the green.",2025-10-03 04:01:31,negative,General
economictimes,"Sammaan Capital shares in focus as IHC acquires controlling stake for Rs 8,850 crore","Sammaan Capital shares: Abu Dhabi’s International Holding Company (IHC) announced plans to acquire a 43.5% stake for ₹8,850 crore via preferential allotment of shares and warrants at ₹139 each. The deal will make IHC the new promoter, triggering a mandatory open offer for an additional 26% stake. Post-investment, IHC will control board appointments, subject to regulatory approvals.",2025-10-03 03:59:42,neutral,SAMMAANCAP
economictimes,BOJ eyes gradual rate increases as economy shows resilience,"BOJ Governor Ueda signals inflation nearing 2% target but warns of global risks. A rate hike in October remains possible, though policy stays cautious, balancing wage growth, domestic demand, and global uncertainties.",2025-10-03 03:50:22,positive,General
economictimes,"RBL Bank, IREDA among 7 F&amp;O stocks saw a high increase in futures open interest","RBL Bank, IREDA, and five other F&amp;O stocks saw a notable rise in futures open interest on October 1, indicating growing participation and bullish positioning in the derivatives market.",2025-10-03 03:21:12,positive,RBLBANK
economictimes,"Adani Green Energy shares in focus amid Andhra Pradesh transmission fee row in Rs 7,000 MW solar deal","Adani Green share price: Adani Green Energy’s Rs 7,000 MW solar supply deal with Andhra Pradesh faces hurdles over transmission fee waivers, potentially delaying power offtake, while the company navigates ongoing regulatory and legal challenges in India and abroad.",2025-10-03 03:19:00,negative,ADANIGREEN
economictimes,"Tata Motors shares in focus on surpassing Hyundai, M&amp;M to reclaim no. 2 spot in PV market","Tata Motors share price: Tata Motors’ strong SUV and EV sales helped it reclaim the No. 2 spot in India’s passenger vehicle market, with September registrations rising 28%, while overall EV adoption more than doubled, highlighting the company’s growing dominance in the electric mobility segment.",2025-10-03 03:16:42,positive,TATAMOTORS
economictimes,How hedge funds performed in September,"The JPMorgan note, which tracks hedge fund trading, said positioning in U.S. stocks was only ""somewhat bullish,"" indicating an expectation for equities to rise.",2025-10-04 04:06:25,positive,General
economictimes,"Dow, S&amp;P 500 manage record closing highs; Nasdaq falls in volatile session","The S&amp;P 500 and Dow achieved record closing highs Friday, navigating a volatile session amid an ongoing government shutdown. Interest rate-cut expectations strengthened, driven by weak economic data, including contracting services employment. Traders now anticipate a Fed rate cut in October as almost certain, with another probable in December, despite concerns about a prolonged shutdown's impact.",2025-10-04 02:40:07,negative,INDOWIND
economictimes,M-cap share of defensives hits lowest level since 2011: ICICI Securities,"ICICI Securities reports that defensive sectors like FMCG, IT, and healthcare have seen their market-cap share drop to a 20% low since 2011, from 30% in 2020. Their profit pool share also plummeted to 16%, while valuations remain high at 32 times P/E. Meanwhile, cyclicals' P/B ratios have surged significantly from 2020 bottoms.",2025-10-04 02:19:15,negative,General
economictimes,Will stock-specific trading continue to drive market gains?,"Indian equity indices closed higher on Friday, recovering from early losses as stock-specific trading dominated after the RBI's dovish stance fizzled out. Midcap, smallcap, metal, and PSU bank sectors saw significant gains, with experts suggesting buying opportunities on dips towards 24,400-24,600 for Nifty.",2025-10-04 01:55:22,positive,HESTERBIO
economictimes,GST 2.0: Insurers cut payouts to distributors,"Life insurers face a similar squeeze. The industry paid about ?24,000 crore in GST in FY24, offset by ? 14,000 crore of ITC. With credits no longer available, the new two-rate system leaves them facing a ?15,000 crore sector-wide hit, part of which will show up in company profit and loss accounts and embedded values. Despite the exemption, customers may not see a meaningful drop in premiums as insurers adjust pricing to recoup lost credits, analysts said.",2025-10-03 19:05:34,negative,ITC
economictimes,Growth Uncapped: NBFCs can tap a billion dollars or more in ECBs,"Financial regulators - the Reserve Bank of India, Securities and Exchange Board of India, Insurance Regulatory and Development Authority of India and Pension Fund Regulatory and Development Authority -would not enforce ceilings on the amounts that can be borrowed by Indian companies from overseas markets. The RBI has also allowed borrowers that is under a debt restructuring scheme or corporate insolvency resolution process to raise ECB only if specifically permitted under the restructuring or resolution plan.",2025-10-03 18:43:15,neutral,General
economictimes,India anchor of stability in volatile world: RBI governor Sanjay Malhotra,"RBI Governor Sanjay Malhotra affirmed India as an ""anchor of stability"" due to resilient growth, robust macroeconomic fundamentals, and continuous reforms. He cautioned against global stock market complacency and rising public debt, noting gold prices now reflect global uncertainties. Malhotra also highlighted India's unique central bank autonomy framework.",2025-10-03 18:34:59,positive,HESTERBIO
economictimes,"Metal stocks rally; Lloyds Metals jumps over 6%, Tata Steel up more than 3%","Metal stocks were in the limelight on Friday, with Lloyds Metals surging over 6 per cent, helping the broader equity market end in the positive territory.",2025-10-03 12:22:45,positive,LLOYDSME
economictimes,"RBI tweaks related party lending rules, unveils 'unified' framework","The move is aimed at tightening governance and reducing conflicts of interest in lending practices by commercial banks. The revised norms, effective from April 1, 2026, consolidate and replace over a dozen legacy circulars, creating a unified regulatory framework. RBI also introduced scale-based thresholds beyond which banks and non-banking financial companies (NBFCs) will need board approval for lending to related parties.",2025-10-03 16:42:38,neutral,HESTERBIO
